problem,p,m,q,n,lb,lb_ref,ub,ub_ref
truncated,2,4,16,10,19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,2,4,16,11,21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
negacyclic,2,1,2,1,1,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),1,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,2,3,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),3,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,3,4,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),4,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,4,7,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),7,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,5,9,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),10,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,6,10,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),12,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,7,11,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),13,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,8,15,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),15,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,9,15,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),19,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,10,18,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),30,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,1,2,11,28,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),34,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,3,1,3,1,1,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",1,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,3,1,3,2,3,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",3,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,3,1,3,3,5,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",5,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,4,6,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",6,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,5,8,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",10,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,6,11,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",15,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,7,12,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",16,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,8,14,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",18,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,9,17,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",17,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,10,17,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",21,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,1,3,11,19,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",23,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,2,2,4,1,1,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),1,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,2,3,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),3,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,3,3,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),3,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,4,7,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),7,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,5,7,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),7,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,6,9,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),9,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,7,11,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),11,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,8,15,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),15,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,9,13,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),13,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,10,17,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),19,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,2,4,11,19,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),23,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,5,1,5,1,1,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",1,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,5,1,5,2,2,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",2,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,3,4,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",4,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,4,6,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",6,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,5,9,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",9,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,6,8,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",8,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,7,12,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",15,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,8,14,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",16,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,9,15,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",18,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,10,18,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",18,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,5,1,5,11,19,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",21,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,1,1,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",1,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,7,1,7,2,3,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",3,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,7,1,7,3,3,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",3,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,4,6,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",6,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,5,8,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",8,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,6,9,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",9,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,7,13,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",13,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,8,12,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",12,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,9,13,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",13,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,10,17,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",17,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,7,1,7,11,20,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",26,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,2,3,8,1,1,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),1,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,2,3,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),3,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,3,4,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),4,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,4,7,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),7,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,5,8,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),8,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,6,10,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),10,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,7,7,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),7,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,8,15,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),15,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,9,13,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),13,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,10,18,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),21,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,2,3,8,11,20,characteristic 2 identity x^N+1=x^N-1; same tensor and lower bound as the corresponding cyclic row (derived),25,characteristic 2 identity x^N+1=x^N-1; same tensor and upper bound as the corresponding cyclic row (derived)
negacyclic,3,2,9,1,1,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",1,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,3,2,9,2,2,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",2,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,3,5,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",5,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
